UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,191491840,5/29/19,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668
LARCENY-NON VEHICLE,191491500,5/29/19,1712 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70795,-84.37753
LARCENY-NON VEHICLE,191491360,5/29/19,2001 PEACHTREE RD NE,207,,E,33.80928,-84.39307
LARCENY-NON VEHICLE,191492304,5/29/19,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409
LARCENY-NON VEHICLE,191491265,5/29/19,4279 ROSWELL RD NE @PUBLIX - ROSWELL,209,North Buckhead,B,33.87115,-84.3793
LARCENY-NON VEHICLE,191491684,5/29/19,674 BELLEMEADE AVE NW,207,Berkeley Park,D,33.80022,-84.41025
LARCENY-NON VEHICLE,191490800,5/29/19,876 WASHINGTON ST SW,304,Peoplestown,V,33.73104,-84.39082
LARCENY-NON VEHICLE,191491922,5/29/19,182 SPRINGDALE DR NE,211,Peachtree Hills,B,33.82201,-84.38162
LARCENY-NON VEHICLE,191491112,5/29/19,710 PEACHTREE ST NE,505,Midtown,E,33.77411,-84.38484
LARCENY-NON VEHICLE,191490900,5/29/19,626 PARKWAY DR NE,603,Old Fourth Ward,M,33.77178,-84.37289
LARCENY-NON VEHICLE,191490341,5/29/19,3260 NORTHSIDE DR NW ,205,,C,33.84378,-84.40772
AUTO THEFT,191491899,5/29/19,2295 BEN HILL RD SW,411,Greenbriar,R,33.69212,-84.48535
AUTO THEFT,191491954,5/29/19,49 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186
AUTO THEFT,191490952,5/29/19,2591 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82494,-84.36684
AUTO THEFT,191491335,5/29/19,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82302,-84.3714
AUTO THEFT,191491456,5/29/19,594 WIMBLEDON RD NE,212,Piedmont Heights,F,33.80656,-84.36741
AUTO THEFT,191490401,5/29/19,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969
AUTO THEFT,191490577,5/29/19,1485 CROGMAN ST SE,305,South Atlanta,Y,33.71398,-84.38623
AUTO THEFT,191490751,5/29/19,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153
AUTO THEFT,191490559,5/29/19,796 MAGNA CARTA DR NW,112,Collier Heights,I,33.77635,-84.48285
AUTO THEFT,191491770,5/29/19,I-20 WB EXPY SW/MARTIN LUTHER KING JR DR SW,407,Fairburn Mays,H,33.7451,-84.50858
AUTO THEFT,191491282,5/29/19,187 DEARBORN ST SE,610,Kirkwood,O,33.74807,-84.32747
AUTO THEFT,191491488,5/29/19,722 CASCADE AVE SW,402,West End,T,33.73561,-84.4361
AUTO THEFT,191480885,5/28/19,1661 LA FRANCE ST NE,609,Edgewood,O,33.76103,-84.33185
AUTO THEFT,191480515,5/28/19,3870 REDWINE RD SW,414,Princeton Lakes,P,33.65991,-84.51074
AUTO THEFT,191480865,5/28/19,1881 MYRTLE DR SW,410,Campbellton Road,R,33.70355,-84.45576
AUTO THEFT,191480911,5/28/19,262 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
AUTO THEFT,191481667,5/28/19,120 ANDERSON AVE NW @ANDERSON PARK,108,Dixie Hills,J,33.75734,-84.45478
AUTO THEFT,191402099,5/28/19,1150 ASTOR AVE,306,Sylvan Hills,X,33.70137,-84.42678
LARCENY-NON VEHICLE,191481663,5/28/19,960 BYRON DR SW,306,Sylvan Hills,X,33.71258,-84.41957
LARCENY-NON VEHICLE,191480915,5/28/19,1225 GRAYMONT DR SW,403,Venetian Hills,S,33.72175,-84.43673
AUTO THEFT,191480566,5/28/19,4208 ALEXANDER CIR NE,209,North Buckhead,B,33.85499,-84.36518
AUTO THEFT,191480556,5/28/19,1391 COLLIER RD NW,204,Underwood Hills,D,33.80989,-84.43402
AUTO THEFT,191480287,5/28/19,710 PEACHTREE ST NE,505,Midtown,E,33.77411,-84.38484
LARCENY-NON VEHICLE,191481067,5/28/19,1944 SANFORD DR NW,110,West Highlands,G,33.79445,-84.45115
LARCENY-NON VEHICLE,191480925,5/28/19,2508 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68603,-84.39152
LARCENY-NON VEHICLE,191482458,5/28/19,300 MARIETTA ST NW,507,Downtown,M,33.76141,-84.39621
LARCENY-NON VEHICLE,191481182,5/28/19,3501 BOLFAIR DR NW,114,Carroll Heights,H,33.77744,-84.50188
LARCENY-NON VEHICLE,191480645,5/28/19,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787
AUTO THEFT,191480767,5/28/19,801 ERIN AVE SW,301,Capitol View,X,33.71947,-84.41404
AUTO THEFT,191480332,5/28/19,126 BAKER ST NE,509,Downtown,M,33.76255,-84.38328
AUTO THEFT,191480364,5/28/19,186 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74952,-84.40352
LARCENY-NON VEHICLE,191481611,5/28/19,33 PEACHTREE PL,503,Midtown,E,33.78022,-84.3865
LARCENY-NON VEHICLE,191480986,5/28/19,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78373,-84.45794
LARCENY-NON VEHICLE,191481100,5/28/19,1374 W PEACHTREE ST NW @CENTER STAGE THEATRE,502,Midtown,E,33.79214,-84.38835
LARCENY-FROM VEHICLE,191481049,5/28/19,1394 MORELAND AVE SE,607,,,33.71462,-84.34941
LARCENY-NON VEHICLE,191481053,5/28/19,PRYOR ST SW / TRINITY AVE SW,512,Downtown,M,33.74919,-84.39271
LARCENY-FROM VEHICLE,191482499,5/28/19,2371 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75098,-84.30932
LARCENY-FROM VEHICLE,191482481,5/28/19,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883
LARCENY-FROM VEHICLE,191482459,5/28/19,1812 PEACHTREE ST NW,207,Ardmore,E,33.80426,-84.39375
LARCENY-FROM VEHICLE,191482334,5/28/19,1371 MARKET ST NW,501,Atlantic Station,E,33.7921,-84.39466
LARCENY-FROM VEHICLE,191482045,5/28/19,263 BARFIELD AVE SW,405,Florida Heights,I,33.74863,-84.46202
LARCENY-FROM VEHICLE,191481277,5/28/19,3061 MCMURRAY DR SW,409,Southwest,R,33.70307,-84.48803
LARCENY-FROM VEHICLE,191481809,5/28/19,JOHN PORTMAN BLVD NE / PEACHTREE CENTER AVE NE,509,Downtown,M,33.76097,-84.38604
LARCENY-FROM VEHICLE,191481091,5/28/19,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835
LARCENY-FROM VEHICLE,191481188,5/28/19,3216 MAYO PL SW,409,Southwest,R,33.69633,-84.494
LARCENY-FROM VEHICLE,191480345,5/28/19,425 CHAPEL ST SW,507,Castleberry Hill,M,33.75203,-84.40158
LARCENY-FROM VEHICLE,191480449,5/28/19,3407 ALEXANDER CIR NE,209,North Buckhead,B,33.85542,-84.36664
LARCENY-FROM VEHICLE,191480557,5/28/19,2371 HOSEA L WILLIAMS DR SE,611,East Lake,O,33.75089,-84.30937
LARCENY-FROM VEHICLE,191480609,5/28/19,1270 SPRING ST NW,502,Midtown,E,33.78949,-84.38994
LARCENY-FROM VEHICLE,191480825,5/28/19,2027 BROOKWOOD VALLEY CIR NE,207,,E,33.80976,-84.38927
LARCENY-FROM VEHICLE,191480173,5/28/19,929 LEE ST SW,401,West End,T,33.72913,-84.41744
LARCENY-FROM VEHICLE,191480024,5/28/19,909 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77347,-84.35767
LARCENY-FROM VEHICLE,191480054,5/28/19,925 GARRETT ST SE,606,Ormewood Park,W,33.74048,-84.35805
LARCENY-FROM VEHICLE,191480055,5/28/19,796 JUNIPER ST NE,505,Midtown,E,33.77639,-84.38303
LARCENY-FROM VEHICLE,191480059,5/28/19,1040 HUFF RD NW,103,Blandtown,D,33.78868,-84.42207
LARCENY-FROM VEHICLE,191480080,5/28/19,580 WOODWARD AVE SE,605,Grant Park,W,33.74557,-84.36864
LARCENY-FROM VEHICLE,191480089,5/28/19,700 MARIETTA ST NW,504,Marietta Street Artery,E,33.77197,-84.40168
LARCENY-FROM VEHICLE,191480268,5/28/19,290 MARTIN L KING JR DR SE,605,Oakland,W,33.74824,-84.37749
LARCENY-NON VEHICLE,191481033,5/28/19,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70131,-84.40797
LARCENY-NON VEHICLE,191480893,5/28/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191481340,5/28/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191481682,5/28/19,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,191481470,5/28/19,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795
LARCENY-NON VEHICLE,191480047,5/28/19,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003
LARCENY-NON VEHICLE,191480200,5/28/19,634 WHITEHALL ST SW,303,Adair Park,V,33.74179,-84.40844
LARCENY-NON VEHICLE,191480858,5/28/19,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718
BURGLARY,191482451,5/28/19,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81861,-84.37021
BURGLARY,191481218,5/28/19,350 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70605,-84.35684
BURGLARY,191480425,5/28/19,315 BOULEVARD NE,603,Old Fourth Ward,M,33.763,-84.37145
LARCENY-NON VEHICLE,191481183,5/28/19,200 MEMORIAL DR SW,512,Downtown,M,33.74656,-84.39403
LARCENY-NON VEHICLE,191481275,5/28/19,677 GASKILL ST SE,606,Cabbagetown,N,33.74807,-84.36519
LARCENY-NON VEHICLE,191482202,5/28/19,255 TRINITY AVE SW,507,Downtown,M,33.75757,-84.39487
LARCENY-NON VEHICLE,191482471,5/28/19,573 MAIN ST NE,211,Lindbergh/Morosgo,B,33.82226,-84.36831
LARCENY-NON VEHICLE,191481416,5/28/19,835 MARTIN L KING JR DR NW @PUBLIX - MLK,102,Vine City,L,33.75488,-84.41378
LARCENY-NON VEHICLE,191481593,5/28/19,2239 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81617,-84.35215
LARCENY-NON VEHICLE,191482597,5/28/19,912 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75427,-84.41723
BURGLARY,191480959,5/28/19,300 LUCKIE ST NW,508,Downtown,M,33.76254,-84.39597
BURGLARY,191481062,5/28/19,720 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76626,-84.36428
BURGLARY,191480547,5/28/19,695 NORTH AVE NE @MASQUERADE CLUB,603,Old Fourth Ward,M,33.77073,-84.3645
BURGLARY,191480737,5/28/19,668 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76147,-84.36534
BURGLARY,191481391,5/28/19,250 JAMES P BRAWLEY DR NW,102,Vine City,L,33.76149,-84.41282
BURGLARY,191480951,5/28/19,408 NEW JERSEY AVE NW,108,Grove Park,J,33.76638,-84.4562
BURGLARY,191481026,5/28/19,1649 EZRA CHURCH DR NW,105,West Lake,J,33.76126,-84.44116
AGG ASSAULT,191480465,5/28/19,492 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74085,-84.34586
AGG ASSAULT,191482453,5/28/19,505 TUFTON TRL SE,312,Glenrose Heights,Z,33.66475,-84.38415
BURGLARY,191480706,5/28/19,1967 EAST AVE NW,110,Grove Park,J,33.78648,-84.45253
AGG ASSAULT,191480137,5/28/19,813 MAGNOLIA WAY NW,102,Vine City,L,33.75823,-84.41416
AGG ASSAULT,191480994,5/28/19,35 MILDRED PL NW,109,Grove Park,J,33.77958,-84.45617
AGG ASSAULT,191482500,5/28/19,207 BARFIELD AVE SW,405,Florida Heights,I,33.75013,-84.46201
AGG ASSAULT,191482327,5/28/19,591 CENTER HILL AVE NW,109,Center Hill,J,33.77147,-84.46411
AGG ASSAULT,191480331,5/28/19,213 FAIRBURN RD NW,111,Adamsville,H,33.76136,-84.50424
AGG ASSAULT,191480013,5/28/19,374 CLEVELAND AVE SW ,309,Hammond Park,X,33.68076,-84.40126
ROBBERY,191482531,5/28/19,2973 CAMBRIDGE DR SW,414,Brentwood,P,33.67488,-84.50689
ROBBERY,191480932,5/28/19,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
ROBBERY,191480195,5/28/19,156 FORSYTH ST SW,512,Downtown,M,33.75017,-84.39515
HOMICIDE,191482237,5/28/19,290 MARTIN L KING JR DR SE,605,Oakland,W,33.74748,-84.37785
ROBBERY,191471425,5/27/19,1135 HARWELL ST NW,105,Washington Park,K,33.75598,-84.42504
ROBBERY,191470387,5/27/19,400 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70606,-84.35892
AGG ASSAULT,191471897,5/27/19,206 AUBURN AVE NE,510,Downtown,M,33.75563,-84.38101
AGG ASSAULT,191471477,5/27/19,368 BELGARDE PL SE,312,Orchard Knob,Z,33.66443,-84.3782
AGG ASSAULT,191471441,5/27/19,500 JAMES P BRAWLEY DR NW,506,English Avenue,L,33.76834,-84.41278
AGG ASSAULT,191471326,5/27/19,398 COLOGNE DR SE,313,Blair Villa/Poole Creek,Z,33.66233,-84.37786
AGG ASSAULT,191470863,5/27/19,3206 MARTIN L KING JR DR SW,406,,I,33.75183,-84.4921
AGG ASSAULT,191471865,5/27/19,4749 EDWINA LN SW,412,Greenbriar Village,P,33.704,-84.54201
AGG ASSAULT,191470617,5/27/19,2980 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.78153,-84.48532
AGG ASSAULT,191470341,5/27/19,1739 MARTIN L KING DR,104,Mozley Park,K,33.75229,-84.44221
AGG ASSAULT,191450556,5/27/19,491 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81949,-84.37115
AGG ASSAULT,191471003,5/27/19,4 MARTIN L KING JR DR,101,Atlanta University Center,T,33.75348,-84.40323
AGG ASSAULT,191471194,5/27/19,1011 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.76373,-84.42071
BURGLARY,191460994,5/27/19,604 JULIAN ST NW,506,English Avenue,L,33.77099,-84.40945
BURGLARY,191470369,5/27/19,15 OLLIE ST NW,105,Washington Park,K,33.75523,-84.42108
BURGLARY,191471632,5/27/19,959 CONSTITUTION RD SE,308,Leila Valley,Z,33.69255,-84.35777
BURGLARY,191471209,5/27/19,2115 MONROE DR NE,212,Piedmont Heights,F,33.81033,-84.37299
BURGLARY,191471178,5/27/19,2115 MONROE DR NE,212,Piedmont Heights,F,33.81021,-84.37274
LARCENY-NON VEHICLE,191471785,5/27/19,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206
BURGLARY,191470284,5/27/19,65 ATLANTA AVE SW,304,Peoplestown,V,33.7306,-84.3901
BURGLARY,191471488,5/27/19,190 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74877,-84.3519
LARCENY-NON VEHICLE,191470639,5/27/19,1677 DONALD LEE HOLLOWELL PKWY NW,110,Grove Park,J,33.77327,-84.44224
LARCENY-NON VEHICLE,191470978,5/27/19,835 MARTIN LUTHER KING JR DR,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191471016,5/27/19,25 PEACHTREE ST SE,510,Downtown,M,33.75445,-84.38954
LARCENY-NON VEHICLE,191471133,5/27/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191471232,5/27/19,20 BROAD ST SW,511,Downtown,M,33.75312,-84.39208
LARCENY-NON VEHICLE,191471420,5/27/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191471213,5/27/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191471308,5/27/19,25 PEACHTREE ST SE,510,Downtown,M,33.75445,-84.38954
LARCENY-FROM VEHICLE,191471715,5/27/19,1776 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80875,-84.36471
LARCENY-FROM VEHICLE,191470534,5/27/19,136 CENTRAL AVE SW,511,Downtown,M,33.75115,-84.38945
LARCENY-FROM VEHICLE,191470470,5/27/19,1023 ALLENE AVE SW,301,Adair Park,V,33.72694,-84.41382
LARCENY-FROM VEHICLE,191471115,5/27/19,712 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84789,-84.41107
LARCENY-FROM VEHICLE,191470699,5/27/19,769 CARON CIR NW,112,Collier Heights,I,33.77604,-84.48618
LARCENY-FROM VEHICLE,191470781,5/27/19,2531 LENOX RD NE,212,Lindridge/Martin Manor,F,33.82377,-84.3519
LARCENY-FROM VEHICLE,191470844,5/27/19,3220 VERDANT DR SW,411,Greenbriar,R,33.68472,-84.49582
LARCENY-FROM VEHICLE,191470909,5/27/19,360 MARIETTA ST NW ,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,191470925,5/27/19,823 MARTIN CT SE,308,Thomasville Heights,Z,33.70291,-84.36276
LARCENY-FROM VEHICLE,191471872,5/27/19,602 N HIGHLAND AVE NE ,602,Poncey-Highland,N,33.77082,-84.35274
LARCENY-FROM VEHICLE,191471740,5/27/19,818 FULTON TER SE,606,Reynoldstown,N,33.74902,-84.36051
LARCENY-FROM VEHICLE,191471358,5/27/19,2985 OLDKNOW DR NW,112,Collier Heights,I,33.77215,-84.48453
LARCENY-FROM VEHICLE,191471378,5/27/19,809 WOODROW ST SW,301,Oakland City,S,33.72374,-84.41451
LARCENY-FROM VEHICLE,191471449,5/27/19,58 6TH ST NE,505,Midtown,E,33.7775,-84.3853
LARCENY-FROM VEHICLE,191471665,5/27/19,464 WINDSOR ST SW,303,Mechanicsville,V,33.74215,-84.3981
LARCENY-FROM VEHICLE,191471675,5/27/19,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867
LARCENY-FROM VEHICLE,191461863,5/27/19,225 BAKER ST,508,Downtown,M,33.76387,-84.39477
LARCENY-FROM VEHICLE,191470056,5/27/19,3033 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.6827,-84.49488
LARCENY-FROM VEHICLE,191470152,5/27/19,3379 MARTIN L KING JR DR NW,111,Adamsville,H,33.75499,-84.49826
LARCENY-FROM VEHICLE,191470331,5/27/19,491 HOLLY ST NW,107,Grove Park,J,33.76863,-84.4374
LARCENY-FROM VEHICLE,191470980,5/27/19,3128 GARDEN WALK SW,414,Princeton Lakes,P,33.66433,-84.51385
LARCENY-FROM VEHICLE,191471279,5/27/19,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416
LARCENY-FROM VEHICLE,191471341,5/27/19,222 OAK DR SE,312,Glenrose Heights,Z,33.6687,-84.38618
LARCENY-FROM VEHICLE,191471357,5/27/19,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71449,-84.39138
LARCENY-FROM VEHICLE,191471492,5/27/19,1607 JACKSON TRACE CT NW,113,Lincoln Homes,G,33.79981,-84.4758
LARCENY-FROM VEHICLE,191471735,5/27/19,595 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.77094,-84.38178
LARCENY-NON VEHICLE,191471331,5/27/19,617 JOHN WESLEY DOBBS AVE NE,604,Old Fourth Ward,M,33.75939,-84.36694
LARCENY-NON VEHICLE,191470702,5/27/19,152 NASSAU ST NW,508,Downtown,M,33.75843,-84.39219
LARCENY-NON VEHICLE,191471316,5/27/19,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636
LARCENY-NON VEHICLE,191471014,5/27/19,1360 PARK AVE SE,305,Chosewood Park,Y,33.71732,-84.37001
LARCENY-NON VEHICLE,191471828,5/27/19,551 TRABERT AVE NW,207,Loring Heights,E,33.79454,-84.40584
LARCENY-NON VEHICLE,191470517,5/27/19,2870 ALEXA AVE SE,611,East Lake,O,33.74331,-84.29303
AUTO THEFT,191471509,5/27/19,DELEVAN ST SW / HUGO ST SW,302,Pittsburgh,V,33.72658,-84.39756
AUTO THEFT,191470629,5/27/19,388 LEGACY DR SW,104,Harris Chiles,T,33.74526,-84.41915
AUTO THEFT,191471732,5/27/19,260 FULTON ST SW,303,Mechanicsville,V,33.74182,-84.39633
AUTO THEFT,191471023,5/27/19,1122 CRESCENT ST,503,Midtown,E,33.78533,-84.3845
AUTO THEFT,191471469,5/27/19,2870 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67627,-84.40811
AUTO THEFT,191470988,5/27/19,498 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81926,-84.37148
AUTO THEFT,191470440,5/27/19,43 WOODWARD AVE SE,605,Capitol Gateway,V,33.74556,-84.386
AUTO THEFT,191470676,5/27/19,1007 LOMA LINDA ST SW,402,Bush Mountain,S,33.72758,-84.43273
AUTO THEFT,191470681,5/27/19,3695 LARGO LANE SW,414,Tampa Park,P,33.67989,-84.50955
LARCENY-NON VEHICLE,191461180,5/26/19,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
AUTO THEFT,191460698,5/26/19,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,501,Home Park,E,33.7855,-84.39273
AUTO THEFT,191462088,5/26/19,428 TODD ST SE,604,Sweet Auburn,M,33.75175,-84.37313
AUTO THEFT,191461801,5/26/19,4030 DOSTER ST SW,407,Wilson Mill Meadows,H,33.75304,-84.51952
AUTO THEFT,191460975,5/26/19,1093 WEST AVE SW,302,Pittsburgh,V,33.72463,-84.39704
LARCENY-NON VEHICLE,191461089,5/26/19,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71299,-84.3913
LARCENY-NON VEHICLE,191461044,5/26/19,2453 CORONET WAY NW,201,,C,33.8209,-84.44958
LARCENY-NON VEHICLE,191461513,5/26/19,35 HAMILTON E HOLMES,107,Florida Heights,I,33.75373,-84.46734
AUTO THEFT,191461888,5/26/19,687 CASCADE AVE SW,404,Westview,T,33.73682,-84.43647
AUTO THEFT,191461655,5/26/19,1281 WESTVIEW DR SW,104,Ashview Heights,T,33.74739,-84.42847
AUTO THEFT,191461117,5/26/19,2479 ABNER TER NW @FLIPPER TEMPLE,110,Scotts Crossing,G,33.80106,-84.46803
LARCENY-NON VEHICLE,191461108,5/26/19,1659 BRIARCLIFF RD NE,608,,F,33.80241,-84.33781
LARCENY-NON VEHICLE,191460451,5/26/19,2124 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81307,-84.35424
LARCENY-NON VEHICLE,191460555,5/26/19,53 14TH ST NE,503,Midtown,E,33.78657,-84.38602
LARCENY-NON VEHICLE,191461097,5/26/19,1008 BRADY AVE NW,501,Home Park,E,33.78251,-84.41436
LARCENY-NON VEHICLE,191461131,5/26/19,3391 PEACHTREE RD NE,210,Lenox,B,33.84886,-84.36517
LARCENY-FROM VEHICLE,191461778,5/26/19,80 JESSE HILL JR DR SE @GRADY,510,Downtown,M,33.75168,-84.38198
LARCENY-FROM VEHICLE,191461182,5/26/19,126 BAKER ST NE,509,Downtown,M,33.76255,-84.38328
LARCENY-FROM VEHICLE,191461190,5/26/19,400 PHARR RD NE,206,Buckhead Village,B,33.83751,-84.37416
LARCENY-FROM VEHICLE,191461347,5/26/19,575 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77313,-84.36818
LARCENY-FROM VEHICLE,191461446,5/26/19,383 MARIETTA ST NW,508,Downtown,M,33.76352,-84.39708
LARCENY-FROM VEHICLE,191461453,5/26/19,968 MYRTLE ST NE ,503,Midtown,E,33.78078,-84.37952
LARCENY-FROM VEHICLE,191461577,5/26/19,724 CHARLES ALLEN DR NE,614,Midtown,E,33.77437,-84.37304
LARCENY-FROM VEHICLE,191461507,5/26/19,1132 PEACHTREE ST NE,503,Midtown,E,33.78561,-84.3831
LARCENY-FROM VEHICLE,191460684,5/26/19,1715 HOLLINGSWORTH BLVD NW,110,West Highlands,G,33.78964,-84.44613
LARCENY-FROM VEHICLE,191460243,5/26/19,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,604,Sweet Auburn,M,33.75118,-84.37486
LARCENY-FROM VEHICLE,191460248,5/26/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-FROM VEHICLE,191460358,5/26/19,291 WALKER ST SW,507,Castleberry Hill,M,33.74683,-84.40349
LARCENY-FROM VEHICLE,191460390,5/26/19,400 PARK DR NE,501,,E,33.78645,-84.37163
LARCENY-FROM VEHICLE,191460477,5/26/19,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
LARCENY-FROM VEHICLE,191460526,5/26/19,1586 ELIXIR AVE SW,104,Mozley Park,K,33.74858,-84.43945
LARCENY-FROM VEHICLE,191460570,5/26/19,360 MARIETTA ST NW ,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,191460681,5/26/19,390 W LAKE AVE NW,107,Grove Park,J,33.7659,-84.44121
LARCENY-FROM VEHICLE,191461059,5/26/19,1571 MIMS ST SW,104,Mozley Park,K,33.74985,-84.43893
LARCENY-FROM VEHICLE,191460711,5/26/19,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,501,Home Park,E,33.7855,-84.39273
LARCENY-FROM VEHICLE,191460736,5/26/19,357 AUBURN POINTE DR SE,604,Sweet Auburn,M,33.75115,-84.3772
LARCENY-FROM VEHICLE,191460960,5/26/19,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81869,-84.36622
LARCENY-FROM VEHICLE,191460980,5/26/19,290 MARTIN L KING JR DR SE,605,Oakland,W,33.74748,-84.37785
LARCENY-FROM VEHICLE,191460583,5/26/19,964 HARTE DR SW,306,Sylvan Hills,X,33.70883,-84.4197
LARCENY-FROM VEHICLE,191460001,5/26/19,475 ELBRIDGE DR NW,106,Bankhead,K,33.76847,-84.43254
LARCENY-NON VEHICLE,191461343,5/26/19,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70131,-84.40797
LARCENY-NON VEHICLE,191461336,5/26/19,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214
LARCENY-NON VEHICLE,191461259,5/26/19,3391 FAIRBURN RD SW,414,Ben Hill,P,33.66436,-84.52326
LARCENY-NON VEHICLE,191461221,5/26/19,1219 METROPOLITAN PKWY SW,301,Adair Park,V,33.72152,-84.40796
LARCENY-NON VEHICLE,191462064,5/26/19,371 BOULEVARD NE,603,Old Fourth Ward,M,33.76454,-84.37155
LARCENY-NON VEHICLE,191461122,5/26/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191461119,5/26/19,62 PEACHTREE ST SW,511,Downtown,M,33.7527,-84.39126
BURGLARY,191460997,5/26/19,2436 BOLTON RD NW,201,,C,33.82126,-84.45414
BURGLARY,191462098,5/26/19,777 CLEVELAND AVE SW,309,Perkerson,X,33.68171,-84.41482
BURGLARY,191460501,5/26/19,1137 ARLINGTON AVE SW,402,Oakland City,S,33.72482,-84.42508
BURGLARY,191461333,5/26/19,1519 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71298,-84.381
BURGLARY,191460868,5/26/19,1788 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70533,-84.38013
BURGLARY,191461926,5/26/19,3194 EMPIRE BLVD SW,312,Glenrose Heights,Z,33.66783,-84.39276
