UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,191361361,5/16/19,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915
BURGLARY,191361613,5/16/19,1038 WHITE ST SW,401,West End,T,33.73195,-84.42191
BURGLARY,191362320,5/16/19,44 WARREN ST NE,610,Kirkwood,O,33.75385,-84.32591
BURGLARY,191361608,5/16/19,815 COLEMAN ST SW,302,Pittsburgh,V,33.73266,-84.40398
BURGLARY,191360651,5/16/19,2328 CAMPBELLTON RD SW @APPLETREE TOWNHOUSE,410,Campbellton Road,R,33.70419,-84.46339
AGG ASSAULT,191360227,5/16/19,1985 RAMBLING DR SW,306,Sylvan Hills,X,33.70072,-84.40673
BURGLARY,191362077,5/16/19,736 PLAINVILLE TRL SW,407,Wildwood (NPU-H),H,33.74113,-84.52145
BURGLARY,191362089,5/16/19,1106 HOBSON ST SW,302,Pittsburgh,V,33.72463,-84.40512
AGG ASSAULT,191362307,5/16/19,1081 FAIR ST SW,104,Ashview Heights,T,33.74807,-84.42414
AGG ASSAULT,191360731,5/16/19,216 TED TURNER DR SW,512,Downtown,M,33.74869,-84.39778
AGG ASSAULT,191360901,5/16/19,1800 PENELOPE RD NW,108,Penelope Neighbors,J,33.75374,-84.44621
AGG ASSAULT,191361889,5/16/19,1775 RICHMOND AVE SE,307,Lakewood Heights,Y,33.7057,-84.37551
ROBBERY,191362418,5/16/19,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669
AGG ASSAULT,191360040,5/16/19,80 JESSE HILL JR DR NE,510,Downtown,M,33.75657,-84.38034
AGG ASSAULT,191360096,5/16/19,2780 TEE RD SW,405,Harland Terrace,I,33.75032,-84.47892
ROBBERY,191360042,5/16/19,286 WILSON MILL RD SW @KINDEZI SCHOOL WEST,407,Wisteria Gardens,H,33.7547,-84.51365
ROBBERY,191350146,5/15/19,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541
ROBBERY,191350970,5/15/19,960 N GRAND AVE NW,109,Almond Park,G,33.7809,-84.46144
ROBBERY,191351082,5/15/19,2240 BEECHER ROAD SW,406,Beecher Hills,I,33.72864,-84.46137
AGG ASSAULT,191352150,5/15/19,1935 ALISON CT SW @FRANCISCAN CLUB APT,410,Fort Valley,R,33.70045,-84.45071
AGG ASSAULT,191351068,5/15/19,1940 FISHER RD SE,607,Custer/McDonough/Guice,W,33.70979,-84.35849
AGG ASSAULT,191351694,5/15/19,884 MARGARET PL NW,110,Grove Park,J,33.77897,-84.44994
AGG ASSAULT,191350965,5/15/19,2637 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68294,-84.39417
ROBBERY,191340162,5/15/19,1715 NORTHSIDE DR NW,207,Loring Heights,E,33.80181,-84.4071
ROBBERY,191351144,5/15/19,1587 ALDER LN SW,408,Venetian Hills,S,33.71236,-84.44877
AGG ASSAULT,191341217,5/15/19,250 PIEDMONT AVE ,509,Downtown,M,33.76455,-84.38576
AGG ASSAULT,191342393,5/15/19,2456 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75166,-84.46789
BURGLARY,191351747,5/15/19,507 BISHOP ST NW,207,Loring Heights,E,33.79231,-84.40486
AGG ASSAULT,191342363,5/15/19,1385 SHARON ST NW,105,Hunter Hills,K,33.75486,-84.43287
AGG ASSAULT,191350543,5/15/19,1600 PEACHTREE ST NW,502,Midtown,E,33.79783,-84.39038
AGG ASSAULT,191350154,5/15/19,780 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82309,-84.36327
BURGLARY,191351048,5/15/19,1039 GRANT ST SE,605,Grant Park,W,33.72548,-84.37731
BURGLARY,191351253,5/15/19,157 MOURY AVE SW,305,The Villages at Carver,Y,33.71283,-84.3885
BURGLARY,191352532,5/15/19,400 CENTRAL PARK PL NE,603,Old Fourth Ward,M,33.76522,-84.37805
BURGLARY,191350618,5/15/19,1604 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.71036,-84.37973
LARCENY-NON VEHICLE,191350985,5/15/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191351376,5/15/19,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122
LARCENY-NON VEHICLE,191350068,5/15/19,1739 MARTIN L KING JR DR NW,104,Mozley Park,K,33.75144,-84.44382
LARCENY-NON VEHICLE,191351263,5/15/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,191350521,5/15/19,87 PRATT ST SE,510,Downtown,M,33.75215,-84.38067
LARCENY-NON VEHICLE,191351531,5/15/19,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,191352341,5/15/19,4511 CAMPBELLTON RD SW,412,,P,33.69625,-84.53567
LARCENY-NON VEHICLE,191352049,5/15/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,191351242,5/15/19,123 MARIETTA ST NW,508,Downtown,M,33.75767,-84.39266
LARCENY-FROM VEHICLE,191352383,5/15/19,900 DEKALB AVE NE,602,Inman Park,N,33.75506,-84.35781
LARCENY-FROM VEHICLE,191351987,5/15/19,3175 ROSWELL RD NE,208,Buckhead Forest,B,33.84175,-84.37832
LARCENY-FROM VEHICLE,191352282,5/15/19,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403
LARCENY-FROM VEHICLE,191350002,5/15/19,1510 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79625,-84.42787
LARCENY-FROM VEHICLE,191342390,5/15/19,599 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77064,-84.3523
LARCENY-FROM VEHICLE,191351170,5/15/19,664 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77267,-84.35282
LARCENY-FROM VEHICLE,191350374,5/15/19,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45882
LARCENY-FROM VEHICLE,191350375,5/15/19,700 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75459,-84.41062
LARCENY-FROM VEHICLE,191350417,5/15/19,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409
LARCENY-FROM VEHICLE,191350801,5/15/19,1212 JAMES JACKSON PKWY NW,113,Monroe Heights,G,33.78993,-84.47643
LARCENY-FROM VEHICLE,191350895,5/15/19,980 HOLLYWOOD RD NW,109,Grove Park,J,33.78164,-84.45638
LARCENY-FROM VEHICLE,191350535,5/15/19,1036 HEMPHILL AVE NW,501,Home Park,E,33.78295,-84.40516
LARCENY-FROM VEHICLE,191351039,5/15/19,866 MURPHY AVE SW @ADAIR II PARK,301,Adair Park,V,33.73207,-84.41184
LARCENY-FROM VEHICLE,191351072,5/15/19,227 COURTLAND ST NE,509,Downtown,M,33.76067,-84.38354
LARCENY-FROM VEHICLE,191350036,5/15/19,1968 PEACHTREE RD NW ,207,,E,33.81,-84.39583
LARCENY-FROM VEHICLE,191350077,5/15/19,860 GLENWOOD AVE SE,605,Grant Park,W,33.74032,-84.35965
LARCENY-FROM VEHICLE,191350089,5/15/19,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541
LARCENY-FROM VEHICLE,191350303,5/15/19,1021 COLEMAN ST SW,302,Pittsburgh,V,33.72704,-84.40423
LARCENY-FROM VEHICLE,191350356,5/15/19,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65684,-84.51316
LARCENY-FROM VEHICLE,191350762,5/15/19,352 MATHEWS AVE NE,608,Lake Claire,N,33.76369,-84.32713
LARCENY-FROM VEHICLE,191350366,5/15/19,240 NORTH AVE NE,505,Midtown,E,33.77134,-84.37932
LARCENY-FROM VEHICLE,191351270,5/15/19,1331 ALMONT DR SW,403,Oakland City,S,33.72615,-84.4315
LARCENY-NON VEHICLE,191350924,5/15/19,1715 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191351018,5/15/19,199 MITCHELL ST SW,512,Downtown,M,33.75181,-84.39404
LARCENY-NON VEHICLE,191351905,5/15/19,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322
LARCENY-NON VEHICLE,191352085,5/15/19,2001 SYLVAN RD SW,306,Sylvan Hills,X,33.69981,-84.4184
LARCENY-NON VEHICLE,191351504,5/15/19,88 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.84084,-84.3836
LARCENY-NON VEHICLE,191350834,5/15/19,80 JESSE HILL JR DR SE @GRADY,510,Downtown,M,33.75168,-84.38198
AUTO THEFT,191352339,5/15/19,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859
AUTO THEFT,191352518,5/15/19,475 OAKDALE RD NE,608,Candler Park,N,33.76722,-84.34128
AUTO THEFT,191352464,5/15/19,I-75 NB EXPY SW / CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68112,-84.39837
AUTO THEFT,191350463,5/15/19,784 COLLIER RD NW,205,Brandon,C,33.83083,-84.41907
AUTO THEFT,191350360,5/15/19,664 DARLINGTON CIR NE,211,Peachtree Park,B,33.8324,-84.36488
AUTO THEFT,191350326,5/15/19,3850 JONESBORO RD SE,313,South River Gardens,Z,33.65199,-84.36701
AUTO THEFT,191351197,5/15/19,1624 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77205,-84.44128
AUTO THEFT,191351373,5/15/19,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917
AUTO THEFT,191351221,5/15/19,1356 ORMEWOOD AVE SE,612,East Atlanta,W,33.73424,-84.34331
AUTO THEFT,191351145,5/15/19,1260 COLLIER RD NW,204,Underwood Hills,D,33.81191,-84.42835
AUTO THEFT,191351062,5/15/19,816 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41421
AUTO THEFT,191352490,5/15/19,1801 DELOWE DR SW,410,Campbellton Road,R,33.70583,-84.45771
AUTO THEFT,191352353,5/15/19,3 FAIRBURN RD SW,407,Adamsville,H,33.75929,-84.50557
AUTO THEFT,191350354,5/15/19,3284 BROWNS MILL RD SE,312,Orchard Knob,Z,33.66554,-84.37986
AUTO THEFT,191101965,5/15/19,2025 CLAUDE ST NW,103,Carey Park,G,33.79298,-84.46938
LARCENY-NON VEHICLE,191351890,5/15/19,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82236,-84.35173
LARCENY-NON VEHICLE,191351934,5/15/19,221 GEORGIA AVE SE,304,Summerhill,V,33.73648,-84.38047
LARCENY-NON VEHICLE,191350978,5/15/19,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191350695,5/15/19,4855 CAMPBELLTON RD SW,412,,P,33.69957,-84.54495
LARCENY-NON VEHICLE,191350775,5/15/19,1280 W PEACHTREE ST NW,502,Midtown,E,33.78971,-84.38812
LARCENY-NON VEHICLE,191350489,5/15/19,140 PINE ST NE,509,Downtown,M,33.76757,-84.3829
LARCENY-NON VEHICLE,191350099,5/15/19,229 PEACHTREE ST NE,509,Downtown,M,33.7604,-84.38746
LARCENY-NON VEHICLE,191340904,5/14/19,3311 W ROXBORO RD NE,210,Pine Hills,B,33.84481,-84.34857
LARCENY-NON VEHICLE,191340918,5/14/19,56 HILLARD ST SE ,604,Sweet Auburn,M,33.75316,-84.37653
LARCENY-NON VEHICLE,191341364,5/14/19,91 PEACHTREE ST NW,510,Downtown,M,33.75453,-84.38851
LARCENY-NON VEHICLE,191330576,5/14/19,1266 VIRGINIA AVE NE,601,Druid Hills,N,33.77876,-84.34562
LARCENY-NON VEHICLE,191358074,5/14/19,9700 SPINE RD,703,,,33.64184,-84.4477
AUTO THEFT,191340280,5/14/19,365 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.8203,-84.37302
AUTO THEFT,191340163,5/14/19,3004 PIEDMONT RD NE,206,Garden Hills,B,33.83665,-84.36838
AUTO THEFT,191342326,5/14/19,2072 DEFOORS FERRY RD NW,204,Underwood Hills,D,33.81225,-84.4261
AUTO THEFT,191342267,5/14/19,516 LEE ST SW,401,West End,T,33.74087,-84.41346
AUTO THEFT,191340767,5/14/19,1000 PARK AVE,208,North Buckhead,B,33.85564,-84.36109
AUTO THEFT,191342253,5/14/19,1209 COLLIER RD NW,204,,C,33.81161,-84.42571
LARCENY-NON VEHICLE,191340538,5/14/19,43 ALLEN TEMPLE CT NW,111,,I,33.75392,-84.49081
LARCENY-NON VEHICLE,191340568,5/14/19,151 ELLIS ST NE @PEEWEE'S,510,Downtown,M,33.75828,-84.38273
LARCENY-NON VEHICLE,191340117,5/14/19,167 SCOTT ST NW,105,Hunter Hills,K,33.75966,-84.43221
LARCENY-NON VEHICLE,191340690,5/14/19,75 BAKER ST NE,509,Downtown,M,33.76212,-84.3849
LARCENY-NON VEHICLE,191341877,5/14/19,611 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76572,-84.3788
LARCENY-FROM VEHICLE,191342229,5/14/19,2331 BOLTON RD NW,103,Bolton,D,33.81909,-84.46179
LARCENY-FROM VEHICLE,191342198,5/14/19,87 ANNISTON AVE SE,610,Kirkwood,O,33.75101,-84.33781
LARCENY-FROM VEHICLE,191341608,5/14/19,1449 MOZLEY PL SW,104,Mozley Park,K,33.75138,-84.43487
LARCENY-FROM VEHICLE,191340748,5/14/19,1717 CENTRA VILLA DR,409,Piedmont Heights,F,33.80856,-84.37506
LARCENY-FROM VEHICLE,191340627,5/14/19,3200 LENOX RD NE ,210,Pine Hills,B,33.84329,-84.35877
LARCENY-FROM VEHICLE,191342304,5/14/19,1812 PEACHTREE ST NW,207,Ardmore,E,33.80426,-84.39375
LARCENY-FROM VEHICLE,191342329,5/14/19,939 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77351,-84.35663
LARCENY-FROM VEHICLE,191342340,5/14/19,913 BERNINA AVE NE,602,Inman Park,N,33.76396,-84.35756
LARCENY-FROM VEHICLE,191342222,5/14/19,1193 COLLIER RD NW,204,,C,33.81172,-84.4245
LARCENY-FROM VEHICLE,191341135,5/14/19,123 MARIETTA ST NW,508,Downtown,M,33.75767,-84.39266
LARCENY-FROM VEHICLE,191340591,5/14/19,841 STRATUM WAY SE,605,Grant Park,W,33.73018,-84.36326
LARCENY-FROM VEHICLE,191340860,5/14/19,330 ELMIRA PL NE,608,Candler Park,N,33.76334,-84.34719
LARCENY-FROM VEHICLE,191340509,5/14/19,160 BELL ST SE,604,Sweet Auburn,M,33.75005,-84.37941
LARCENY-FROM VEHICLE,191340494,5/14/19,903 HUFF RD NW,103,Blandtown,D,33.78862,-84.41725
LARCENY-FROM VEHICLE,191340380,5/14/19,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.81,-84.39583
LARCENY-FROM VEHICLE,191342089,5/14/19,705 PIEDMONT AVE NE,505,Midtown,E,33.77373,-84.38124
LARCENY-FROM VEHICLE,191341111,5/14/19,3017 HABERSHAM WAY NW,206,Peachtree Heights West,B,33.83571,-84.3922
LARCENY-FROM VEHICLE,191340107,5/14/19,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.80058,-84.42561
LARCENY-FROM VEHICLE,191341369,5/14/19,3420 CEDAR ISLAND DR SW,406,West Manor,I,33.73831,-84.49959
LARCENY-FROM VEHICLE,191340059,5/14/19,1250 CAROLINE ST NE,609,Edgewood,O,33.75859,-84.34788
LARCENY-FROM VEHICLE,191341734,5/14/19,930 JUNIFER ST,503,Midtown,E,33.78,-84.38272
LARCENY-FROM VEHICLE,191341827,5/14/19,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75392,-84.49736
LARCENY-FROM VEHICLE,191342395,5/14/19,4475 ROSWELL RD NE,209,North Buckhead,B,33.87728,-84.37949
LARCENY-FROM VEHICLE,191342112,5/14/19,3896 PRINCETON LAKES WAY SW,414,Princeton Lakes,P,33.66091,-84.51461
LARCENY-FROM VEHICLE,191342124,5/14/19,156 FORSYTH ST SW,512,Downtown,M,33.75017,-84.39515
LARCENY-FROM VEHICLE,191342162,5/14/19,2451 PEACHTREE RD NE,211,Peachtree Hills,B,33.8212,-84.38754
LARCENY-FROM VEHICLE,191342220,5/14/19,1950 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80838,-84.41356
LARCENY-FROM VEHICLE,191342070,5/14/19,850 OAK ST SW @WEST END MALL,401,West End,T,33.74053,-84.41671
LARCENY-FROM VEHICLE,191340004,5/14/19,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
LARCENY-FROM VEHICLE,191340024,5/14/19,W PEACHTREE ST NE ,505,Midtown,E,33.77199,-84.38726
LARCENY-FROM VEHICLE,191340660,5/14/19,4279 ROSWELL RD NE,209,North Buckhead,B,33.87121,-84.37931
LARCENY-NON VEHICLE,191340853,5/14/19,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191340156,5/14/19,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887
LARCENY-NON VEHICLE,191340811,5/14/19,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887
LARCENY-NON VEHICLE,191351522,5/14/19,3393 PEACHTREE RD,210,Lindridge/Martin Manor,F,33.8195,-84.35199
LARCENY-NON VEHICLE,191340726,5/14/19,3885 JONESBORO RD SE @HOME DEPOT,313,South River Gardens,Z,33.64883,-84.36584
LARCENY-NON VEHICLE,191340815,5/14/19,764 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.83131,-84.362
BURGLARY,191340975,5/14/19,2285 PEACHTREE RD NE @SHANGHAI RESTAURANT,211,,E,33.81637,-84.38954
BURGLARY,191342209,5/14/19,1690 WOODLAND AVE SE,607,Custer/McDonough/Guice,W,33.7084,-84.35179
LARCENY-NON VEHICLE,191340964,5/14/19,230 PEACHTREE ST NE,509,Downtown,M,33.76016,-84.38703
LARCENY-NON VEHICLE,191341856,5/14/19,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,191341192,5/14/19,3640 CAMPBELLTON RD SW,413,,P,33.68972,-84.50763
LARCENY-NON VEHICLE,191341094,5/14/19,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,191341723,5/14/19,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,191341306,5/14/19,675 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77324,-84.36513
LARCENY-NON VEHICLE,191341024,5/14/19,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,191341232,5/14/19,122 CLEVELAND AVE SW,312,Glenrose Heights,Z,33.68072,-84.39294
LARCENY-NON VEHICLE,191341917,5/14/19,824 DONALD LEE HOLLOWELL PKWY NW,504,English Avenue,L,33.77282,-84.41423
LARCENY-NON VEHICLE,191342026,5/14/19,3393 PEACHTREE RD NE,210,Lenox,B,33.84884,-84.36475
BURGLARY,191340939,5/14/19,4059 WISTERIA LN SW,407,Wisteria Gardens,H,33.75986,-84.50951
BURGLARY,191341415,5/14/19,1835 HENRY THOMAS DR SE @THOMASVILLE PARK,308,Thomasville Heights,Z,33.70434,-84.35681
AGG ASSAULT,191340026,5/14/19,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
AGG ASSAULT,191341359,5/14/19,202 CANDLER RD SE,611,East Lake,O,33.74754,-84.29153
AGG ASSAULT,191342240,5/14/19,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299
ROBBERY,191342313,5/14/19,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
ROBBERY,191341544,5/14/19,1315 NORTH AVE NW,106,Bankhead,K,33.76821,-84.43084
ROBBERY,191340410,5/14/19,608 CAMERON M ALEXANDER BLVD NW,506,English Avenue,L,33.76805,-84.40734
ROBBERY,191331516,5/13/19,265 WASHINGTON ST SW @TRINITY METHODIST,512,Downtown,M,33.74786,-84.39075
ROBBERY,191330126,5/13/19,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
ROBBERY,191332189,5/13/19,566 BOULEVARD SE,605,Grant Park,W,33.73911,-84.36805
ROBBERY,191331914,5/13/19,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
ROBBERY,191330204,5/13/19,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643
ROBBERY,191332223,5/13/19,1073 PIEDMONT AVE NE @PIEDMONT PARK,502,Midtown,E,33.78384,-84.37897
HOMICIDE,191330374,5/13/19,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076
ROBBERY,191332033,5/13/19,22 JOSEPH E LOWERY BLVD NW ,102,Washington Park,K,33.75526,-84.41765
ROBBERY,191331060,5/13/19,424 PARKWAY DR,603,Old Fourth Ward,M,33.76494,-84.37343
AGG ASSAULT,191330042,5/13/19,1617 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76385,-84.44072
AGG ASSAULT,191332282,5/13/19,1481 OLIVE ST SW,408,Venetian Hills,S,33.71461,-84.43146
AGG ASSAULT,191331588,5/13/19,1752 BUCKEYE ST SW,306,Sylvan Hills,X,33.70742,-84.41713
AGG ASSAULT,191331832,5/13/19,2479 ABNER TER NW,110,Carver Hills,G,33.80063,-84.46635
AGG ASSAULT,191332219,5/13/19,259 ROSSER ST SW,104,Ashview Heights,T,33.74791,-84.42457
AGG ASSAULT,191330407,5/13/19,2976 5TH ST SW,311,Hammond Park,X,33.67369,-84.4003
AGG ASSAULT,191331052,5/13/19,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
AGG ASSAULT,191331204,5/13/19,1073 PIEDMONT AVE NE,502,Midtown,E,33.78331,-84.37958
AGG ASSAULT,191331597,5/13/19,UNIVERSITY AVE SW / PRYOR RD SW,304,Peoplestown,V,33.72165,-84.39336
BURGLARY,191330897,5/13/19,1286 BEECHER ST SW,402,Oakland City,S,33.733,-84.42971
BURGLARY,191331005,5/13/19,480 ROCKWELL ST SW,302,Pittsburgh,V,33.73177,-84.40327
BURGLARY,191331144,5/13/19,1652 OAK KNOLL CIR SE,307,Lakewood Heights,Y,33.70999,-84.3784
BURGLARY,191331157,5/13/19,1283 RICHLAND ROAD SW,402,Oakland City,S,33.73103,-84.42956
BURGLARY,191331202,5/13/19,1044 GLENWOOD AVE SE,606,Ormewood Park,W,33.74032,-84.35321
BURGLARY,191330877,5/13/19,1869 FORT VALLEY DR SW,410,Pomona Park,R,33.70395,-84.45065
BURGLARY,191330579,5/13/19,1096 PEEPLES STREET SW,402,Oakland City,S,33.72509,-84.4249
BURGLARY,191330139,5/13/19,410 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.7061,-84.35817
BURGLARY,191331264,5/13/19,222 S COLONIAL HOMES CIR NW,205,Colonial Homes,C,33.81276,-84.39527
BURGLARY,191331316,5/13/19,908 HALL ST SW,402,Oakland City,S,33.73031,-84.42543
BURGLARY,191331731,5/13/19,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
BURGLARY,191330502,5/13/19,1 LESLIE ST NE,609,Edgewood,O,33.75355,-84.34316
BURGLARY,191332252,5/13/19,140 MILTON AVE SE,305,Chosewood Park,Y,33.72223,-84.38385
BURGLARY,191330840,5/13/19,898 OAK ST SW,401,West End,T,33.74057,-84.41738
LARCENY-NON VEHICLE,191331849,5/13/19,675 PONCE DE LEON AVE NE,603,Old Fourth Ward,M,33.77324,-84.36513
LARCENY-NON VEHICLE,191331991,5/13/19,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809
LARCENY-NON VEHICLE,191321819,5/13/19,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,191330898,5/13/19,689 BOULEVARD NE,603,Old Fourth Ward,M,33.77351,-84.37049
LARCENY-NON VEHICLE,191330912,5/13/19,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77296,-84.36504
LARCENY-NON VEHICLE,191330850,5/13/19,568 CHAPPELL RD NW,107,Grove Park,J,33.77075,-84.43407
LARCENY-NON VEHICLE,191330846,5/13/19,316 PETERS ST SW,507,Castleberry Hill,M,33.74593,-84.403
LARCENY-NON VEHICLE,191332253,5/13/19,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636
LARCENY-NON VEHICLE,191330992,5/13/19,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,191331176,5/13/19,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075
LARCENY-NON VEHICLE,191331367,5/13/19,2075 ALISON CT SW,410,Campbellton Road,R,33.70105,-84.45656
LARCENY-FROM VEHICLE,191331311,5/13/19,1136 CRESCENT AVE NE,503,Midtown,E,33.78575,-84.38451
LARCENY-FROM VEHICLE,191331179,5/13/19,212 CARROLL ST SE,606,Cabbagetown,N,33.74882,-84.36796
LARCENY-FROM VEHICLE,191330950,5/13/19,921 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73807,-84.41811
LARCENY-FROM VEHICLE,191330930,5/13/19,2050 SYLVAN RD SW,306,Sylvan Hills,X,33.69852,-84.41798
LARCENY-FROM VEHICLE,191330982,5/13/19,2349 PEACHTREE RD NE,211,Peachtree Hills,B,33.81883,-84.3886
LARCENY-FROM VEHICLE,191330988,5/13/19,2424 ARNO DR NW,110,Carver Hills,G,33.7991,-84.46765
LARCENY-FROM VEHICLE,191330974,5/13/19,700 PHIPPS BLVD NE,209,North Buckhead,B,33.85582,-84.36243
LARCENY-FROM VEHICLE,191331314,5/13/19,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868
LARCENY-FROM VEHICLE,191331358,5/13/19,1960 PEACHTREE RD,207,,E,33.80671,-84.39389
LARCENY-FROM VEHICLE,191331601,5/13/19,633 AMAL DR SW,307,Amal Heights,Y,33.70856,-84.3971
LARCENY-FROM VEHICLE,191331678,5/13/19,268 WESTMINSTER DR NE,613,Midtown,E,33.79392,-84.371
LARCENY-FROM VEHICLE,191331656,5/13/19,715 QUAKER ST SW,309,Perkerson,X,33.68611,-84.412
LARCENY-FROM VEHICLE,191331245,5/13/19,3700 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65959,-84.50949
LARCENY-FROM VEHICLE,191331571,5/13/19,798 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77414,-84.36115
LARCENY-FROM VEHICLE,191331365,5/13/19,1328 PEACHTREE ST NE,504,Midtown,E,33.79087,-84.38612
LARCENY-FROM VEHICLE,191331592,5/13/19,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244
LARCENY-FROM VEHICLE,191332263,5/13/19,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277
LARCENY-FROM VEHICLE,191331115,5/13/19,36 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76074,-84.38561
LARCENY-FROM VEHICLE,191331178,5/13/19,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403
LARCENY-FROM VEHICLE,191331123,5/13/19,3098 PIEDMONT RD NE,206,Buckhead Village,B,33.84016,-84.3702
