UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,,
LARCENY-NON VEHICLE,201241268,05/03/2020,111 BOULEVARD NE,604,Old Fourth Ward,M,33.75734,-84.3718,,
LARCENY-NON VEHICLE,201241429,05/03/2020,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-FROM VEHICLE,201230609,05/02/2020,4202 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.76605,-84.37855,,
LARCENY-FROM VEHICLE,201230652,05/02/2020,79 BATES AVE NE,610,Kirkwood,O,33.75401,-84.31716,,
AUTO THEFT,201230950,05/02/2020,363 HILL ST SE,605,Grant Park,W,33.74477,-84.37964,,
LARCENY-NON VEHICLE,201231230,05/02/2020,110 MORELAND AVE,606,Edgewood,O,33.75499,-84.33896,,
AGG ASSAULT,201232083,05/02/2020,897 BRIARCLIFF TER NE,601,Virginia Highland,F,33.77909,-84.35006,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
LARCENY-NON VEHICLE,201220581,05/01/2020,1005 MORELAND AVE SE,607,Ormewood Park,W,33.72706,-84.3497,,
ROBBERY,201220867,05/01/2020,1220 CAROLINE ST NE,609,Edgewood,O,33.75862,-84.34885,,
LARCENY-NON VEHICLE,201221085,05/01/2020,410 NORTH AVE NE,603,Old Fourth Ward,M,33.77127,-84.37382,,
AUTO THEFT,201221541,05/01/2020,WOODWARD AVE SE / MARTIN ST SE,605,Capitol Gateway,V,33.74564,-84.38385,,
